variant,spec_name,pattern,score_mod,mask_mod,rownorm,batch,heads,sq,sk,dim,value_dim,dtype,device,threads,tile_q,tile_k,median_latency_ms,calls_per_second,tokens_per_second,score_tile_elements,score_tile_bytes,score_tile_kib,q_tiles,kv_tile_interactions,is_best
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,32,64,350.11274000862613,2.856222826896736,5849.544349484515,32768,131072,128.0,64,1056,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,32,128,270.9142950188834,3.691204260485027,7559.586325473335,65536,262144,256.0,64,544,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,32,256,226.49565149913542,4.415095801536027,9042.116201545783,131072,524288,512.0,64,288,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,32,512,192.55125199561007,5.193422476540421,10636.129231954783,262144,1048576,1024.0,64,160,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,32,1024,187.36799800535664,5.3370907019640095,10930.361757622291,524288,2097152,2048.0,64,96,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,32,2048,195.00952999806032,5.127954515914923,10502.050848593763,1048576,4194304,4096.0,64,64,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,16,506.48173250374384,1.974404871537214,4043.5811769082143,16384,65536,64.0,32,2112,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,32,336.38862750376575,2.9727521034842517,6088.196307935747,32768,131072,128.0,32,1056,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,64,265.73010699939914,3.763216788989067,7707.067983849609,65536,262144,256.0,32,528,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,128,206.49552249233238,4.842720016058131,9917.890592887052,131072,524288,512.0,32,272,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,256,167.52673347946256,5.9691965528749,12224.914540287795,262144,1048576,1024.0,32,144,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,512,159.68994502327405,6.262135038334785,12824.85255850964,524288,2097152,2048.0,32,80,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,1024,162.64499750104733,6.148360019456243,12591.841319846386,1048576,4194304,4096.0,32,48,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,64,2048,155.8021669916343,6.418395965273669,13144.874936880475,2097152,8388608,8192.0,32,32,True
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,16,374.61441903724335,2.6694113979114675,5466.9545429226855,32768,131072,128.0,16,1088,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,32,274.9085020041093,3.637573929907239,7449.751408450025,65536,262144,256.0,16,544,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,64,213.53247002116404,4.683128518584954,9591.047206061985,131072,524288,512.0,16,272,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,128,169.97170250397176,5.883332256300915,12049.064460904274,262144,1048576,1024.0,16,136,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,256,163.00184349529445,6.134899940741271,12564.275078638124,524288,2097152,2048.0,16,72,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,512,159.63557199575007,6.264267966707462,12829.220795816882,1048576,4194304,4096.0,16,40,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,1024,164.06175246811472,6.095265867614996,12483.104496875512,2097152,8388608,8192.0,16,24,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,128,2048,169.3914654897526,5.903485143768919,12090.337574438747,4194304,16777216,16384.0,16,16,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,16,347.91395551292226,2.8742738948936983,5886.512936742294,65536,262144,256.0,8,576,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,32,263.0526569846552,3.8015202410912488,7785.513453754877,131072,524288,512.0,8,288,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,64,211.699420993682,4.7236784838908195,9674.093535008398,262144,1048576,1024.0,8,144,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,128,176.69694748474285,5.659407331223684,11590.466214346105,524288,2097152,2048.0,8,72,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,256,174.0585775114596,5.745192304206682,11766.153839015285,1048576,4194304,4096.0,8,36,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,512,168.27535047195852,5.942641017803974,12170.52880446254,2097152,8388608,8192.0,8,20,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,1024,206.81217146920972,4.835305354109105,9902.705365215446,4194304,16777216,16384.0,8,12,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,256,2048,195.0044269906357,5.12808870768878,10502.32567334662,8388608,33554432,32768.0,8,8,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,16,452.19430001452565,2.2114387553489228,4529.026570954594,131072,524288,512.0,4,320,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,32,300.0643900013529,3.3326180423991376,6825.201750833434,262144,1048576,1024.0,4,160,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,64,250.57982202270068,3.990744314238548,8173.044355560546,524288,2097152,2048.0,4,80,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,128,208.20104397716932,4.803049883408159,9836.64616121991,1048576,4194304,4096.0,4,40,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,256,193.9899344870355,5.154906632884248,10557.24878414694,2097152,8388608,8192.0,4,20,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,512,217.97490201424807,4.587684135922375,9395.577110369024,4194304,16777216,16384.0,4,10,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,1024,254.36451550922357,3.9313659690230605,8051.437504559228,8388608,33554432,32768.0,4,6,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,512,2048,251.8508459907025,3.9706040933327524,8131.797183145477,16777216,67108864,65536.0,4,4,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,16,575.7349815103225,1.736910266207388,3557.192225192731,262144,1048576,1024.0,2,192,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,32,378.72373752179556,2.640447114679338,5407.635690863284,524288,2097152,2048.0,2,96,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,64,310.7395285042003,3.21812936002599,6590.728929333228,1048576,4194304,4096.0,2,48,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,128,259.6017479954753,3.852054185773161,7889.006972463434,2097152,8388608,8192.0,2,24,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,256,267.4238269974012,3.7393825794352944,7658.255522683483,4194304,16777216,16384.0,2,12,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,512,315.02516102045774,3.174349619442175,6501.068020617575,8388608,33554432,32768.0,2,6,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,1024,303.8947629975155,3.290612809962031,6739.17503480224,16777216,67108864,65536.0,2,3,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,1024,2048,281.2076375121251,3.556091181758469,7282.874740241345,33554432,134217728,131072.0,2,2,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,16,800.030162994517,1.2499528720979656,2559.9034820566335,524288,2097152,2048.0,1,128,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,32,526.3222549983766,1.8999766597425838,3891.1521991528116,1048576,4194304,4096.0,1,64,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,64,408.8863914948888,2.445667111453623,5008.72624425702,2097152,8388608,8192.0,1,32,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,128,403.8188330014236,2.476358005810181,5071.581195899251,4194304,16777216,16384.0,1,16,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,256,401.5343799837865,2.4904467708104567,5100.434986619815,8388608,33554432,32768.0,1,8,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,512,416.3565704948269,2.401787484250653,4918.860767745337,16777216,67108864,65536.0,1,4,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,1024,390.15507348813117,2.5630834197787786,5249.194843706939,33554432,134217728,131072.0,1,2,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,16,2048,2048,192,128,float32,cpu,8,2048,2048,361.1957220127806,2.768582070760561,5670.056080917629,67108864,268435456,262144.0,1,1,False
